date,from_country,to_country,interconnector_id,flow_mw,capacity_mw
2022-01-21,EE,LV,ee_lv_electric,314.1,1500
2022-01-21,LV,LT,lv_lt_electric,235.0,1200
2022-01-22,FI,EE,estlink_1,184.2,358
2022-01-22,FI,EE,estlink_2,381.9,650
2022-01-22,SE,LT,nordbalt,453.6,700
2022-01-22,PL,LT,litpol_link,144.0,500
2022-01-22,EE,LV,ee_lv_electric,262.8,1500
2022-01-22,LV,LT,lv_lt_electric,201.1,1200
2022-01-23,FI,EE,estlink_1,183.0,358
2022-01-23,FI,EE,estlink_2,415.2,650
2022-01-23,SE,LT,nordbalt,416.9,700
2022-01-23,PL,LT,litpol_link,168.6,500
2022-01-23,EE,LV,ee_lv_electric,281.2,1500
2022-01-23,LV,LT,lv_lt_electric,194.8,1200
2022-01-24,FI,EE,estlink_1,213.0,358
2022-01-24,FI,EE,estlink_2,360.6,650
2022-01-24,SE,LT,nordbalt,458.2,700
2022-01-24,PL,LT,litpol_link,165.7,500
2022-01-24,EE,LV,ee_lv_electric,261.4,1500
2022-01-24,LV,LT,lv_lt_electric,203.0,1200
2022-01-25,FI,EE,estlink_1,204.2,358
2022-01-25,FI,EE,estlink_2,425.0,650
2022-01-25,SE,LT,nordbalt,405.5,700
2022-01-25,PL,LT,litpol_link,134.2,500
2022-01-25,EE,LV,ee_lv_electric,312.5,1500
2022-01-25,LV,LT,lv_lt_electric,204.8,1200
2022-01-26,FI,EE,estlink_1,204.0,358
2022-01-26,FI,EE,estlink_2,411.1,650
2022-01-26,SE,LT,nordbalt,425.5,700
2022-01-26,PL,LT,litpol_link,152.8,500
2022-01-26,EE,LV,ee_lv_electric,307.0,1500
2022-01-26,LV,LT,lv_lt_electric,188.6,1200
2022-01-27,FI,EE,estlink_1,229.9,358
2022-01-27,FI,EE,estlink_2,415.2,650
2022-01-27,SE,LT,nordbalt,407.1,700
2022-01-27,PL,LT,litpol_link,157.9,500
2022-01-27,EE,LV,ee_lv_electric,276.6,1500
2022-01-27,LV,LT,lv_lt_electric,212.6,1200
2022-01-28,FI,EE,estlink_1,218.5,358
2022-01-28,FI,EE,estlink_2,373.7,650
2022-01-28,SE,LT,nordbalt,484.7,700
2022-01-28,PL,LT,litpol_link,155.0,500
2022-01-28,EE,LV,ee_lv_electric,319.7,1500
2022-01-28,LV,LT,lv_lt_electric,230.3,1200
2022-01-29,FI,EE,estlink_1,196.1,358
2022-01-29,FI,EE,estlink_2,375.9,650
2022-01-29,SE,LT,nordbalt,418.0,700
2022-01-29,PL,LT,litpol_link,140.2,500
2022-01-29,EE,LV,ee_lv_electric,298.1,1500
2022-01-29,LV,LT,lv_lt_electric,205.5,1200
2022-01-30,FI,EE,estlink_1,204.4,358
2022-01-30,FI,EE,estlink_2,426.5,650
2022-01-30,SE,LT,nordbalt,450.5,700
2022-01-30,PL,LT,litpol_link,167.4,500
2022-01-30,EE,LV,ee_lv_electric,293.6,1500
2022-01-30,LV,LT,lv_lt_electric,243.5,1200
2022-01-31,FI,EE,estlink_1,210.0,358
2022-01-31,FI,EE,estlink_2,372.6,650
2022-01-31,SE,LT,nordbalt,411.4,700
2022-01-31,PL,LT,litpol_link,155.8,500
2022-01-31,EE,LV,ee_lv_electric,294.6,1500
2022-01-31,LV,LT,lv_lt_electric,211.4,1200
2022-02-01,FI,EE,estlink_1,222.6,358
2022-02-01,FI,EE,estlink_2,427.7,650
2022-02-01,SE,LT,nordbalt,453.3,700
2022-02-01,PL,LT,litpol_link,143.1,500
2022-02-01,EE,LV,ee_lv_electric,311.8,1500
2022-02-01,LV,LT,lv_lt_electric,228.7,1200
2022-02-02,FI,EE,estlink_1,218.4,358
2022-02-02,FI,EE,estlink_2,390.1,650
2022-02-02,SE,LT,nordbalt,490.0,700
2022-02-02,PL,LT,litpol_link,165.9,500
2022-02-02,EE,LV,ee_lv_electric,301.3,1500
2022-02-02,LV,LT,lv_lt_electric,217.5,1200
2022-02-03,FI,EE,estlink_1,215.9,358
2022-02-03,FI,EE,estlink_2,393.4,650
2022-02-03,SE,LT,nordbalt,496.6,700
2022-02-03,PL,LT,litpol_link,168.0,500
2022-02-03,EE,LV,ee_lv_electric,348.5,1500
2022-02-03,LV,LT,lv_lt_electric,231.9,1200
2022-02-04,FI,EE,estlink_1,193.0,358
2022-02-04,FI,EE,estlink_2,400.0,650
2022-02-04,SE,LT,nordbalt,502.3,700
2022-02-04,PL,LT,litpol_link,167.4,500
2022-02-04,EE,LV,ee_lv_electric,334.9,1500
2022-02-04,LV,LT,lv_lt_electric,276.6,1200
2022-02-05,FI,EE,estlink_1,224.1,358
2022-02-05,FI,EE,estlink_2,466.3,650
2022-02-05,SE,LT,nordbalt,518.1,700
2022-02-05,PL,LT,litpol_link,169.1,500
2022-02-05,EE,LV,ee_lv_electric,314.9,1500
2022-02-05,LV,LT,lv_lt_electric,227.1,1200
2022-02-06,FI,EE,estlink_1,202.6,358
2022-02-06,FI,EE,estlink_2,422.4,650
2022-02-06,SE,LT,nordbalt,466.3,700
2022-02-06,PL,LT,litpol_link,162.2,500
2022-02-06,EE,LV,ee_lv_electric,378.1,1500
2022-02-06,LV,LT,lv_lt_electric,185.1,1200
2022-02-07,FI,EE,estlink_1,226.0,358
2022-02-07,FI,EE,estlink_2,378.4,650
2022-02-07,SE,LT,nordbalt,466.8,700
2022-02-07,PL,LT,litpol_link,174.3,500
2022-02-07,EE,LV,ee_lv_electric,324.0,1500
2022-02-07,LV,LT,lv_lt_electric,197.8,1200
2022-02-08,FI,EE,estlink_1,203.6,358
2022-02-08,FI,EE,estlink_2,451.7,650
2022-02-08,SE,LT,nordbalt,457.5,700
2022-02-08,PL,LT,litpol_link,163.8,500
2022-02-08,EE,LV,ee_lv_electric,323.6,1500
2022-02-08,LV,LT,lv_lt_electric,204.6,1200
2022-02-09,FI,EE,estlink_1,249.3,358
2022-02-09,FI,EE,estlink_2,450.3,650
2022-02-09,SE,LT,nordbalt,410.8,700
2022-02-09,PL,LT,litpol_link,163.5,500
2022-02-09,EE,LV,ee_lv_electric,306.6,1500
2022-02-09,LV,LT,lv_lt_electric,228.6,1200
2022-02-10,FI,EE,estlink_1,202.3,358
2022-02-10,FI,EE,estlink_2,426.3,650
2022-02-10,SE,LT,nordbalt,501.9,700
2022-02-10,PL,LT,litpol_link,171.6,500
2022-02-10,EE,LV,ee_lv_electric,293.7,1500
2022-02-10,LV,LT,lv_lt_electric,209.6,1200
2022-02-11,FI,EE,estlink_1,207.4,358
2022-02-11,FI,EE,estlink_2,409.1,650
2022-02-11,SE,LT,nordbalt,547.3,700
2022-02-11,PL,LT,litpol_link,166.1,500
2022-02-11,EE,LV,ee_lv_electric,292.2,1500
2022-02-11,LV,LT,lv_lt_electric,229.7,1200
2022-02-12,FI,EE,estlink_1,249.0,358
2022-02-12,FI,EE,estlink_2,463.0,650
2022-02-12,SE,LT,nordbalt,429.1,700
2022-02-12,PL,LT,litpol_link,155.4,500
2022-02-12,EE,LV,ee_lv_electric,352.9,1500
2022-02-12,LV,LT,lv_lt_electric,203.7,1200
2022-02-13,FI,EE,estlink_1,222.1,358
2022-02-13,FI,EE,estlink_2,454.8,650
2022-02-13,SE,LT,nordbalt,450.4,700
2022-02-13,PL,LT,litpol_link,160.5,500
2022-02-13,EE,LV,ee_lv_electric,244.7,1500
2022-02-13,LV,LT,lv_lt_electric,198.6,1200
2022-02-14,FI,EE,estlink_1,211.0,358
2022-02-14,FI,EE,estlink_2,390.1,650
2022-02-14,SE,LT,nordbalt,542.5,700
2022-02-14,PL,LT,litpol_link,144.1,500
2022-02-14,EE,LV,ee_lv_electric,311.9,1500
2022-02-14,LV,LT,lv_lt_electric,217.1,1200
2022-02-15,FI,EE,estlink_1,238.1,358
2022-02-15,FI,EE,estlink_2,384.1,650
2022-02-15,SE,LT,nordbalt,525.6,700
2022-02-15,PL,LT,litpol_link,161.4,500
2022-02-15,EE,LV,ee_lv_electric,298.9,1500
2022-02-15,LV,LT,lv_lt_electric,222.4,1200
2022-02-16,FI,EE,estlink_1,218.2,358
2022-02-16,FI,EE,estlink_2,410.8,650
2022-02-16,SE,LT,nordbalt,486.3,700
2022-02-16,PL,LT,litpol_link,156.6,500
2022-02-16,EE,LV,ee_lv_electric,325.2,1500
2022-02-16,LV,LT,lv_lt_electric,225.6,1200
2022-02-17,FI,EE,estlink_1,240.4,358
2022-02-17,FI,EE,estlink_2,390.4,650
2022-02-17,SE,LT,nordbalt,560.5,700
2022-02-17,PL,LT,litpol_link,137.8,500
2022-02-17,EE,LV,ee_lv_electric,318.9,1500
2022-02-17,LV,LT,lv_lt_electric,224.4,1200
2022-02-18,FI,EE,estlink_1,219.5,358
2022-02-18,FI,EE,estlink_2,410.1,650
2022-02-18,SE,LT,nordbalt,476.3,700
2022-02-18,PL,LT,litpol_link,155.3,500
2022-02-18,EE,LV,ee_lv_electric,308.4,1500
2022-02-18,LV,LT,lv_lt_electric,228.6,1200
2022-02-19,FI,EE,estlink_1,220.7,358
2022-02-19,FI,EE,estlink_2,407.8,650
2022-02-19,SE,LT,nordbalt,516.1,700
2022-02-19,PL,LT,litpol_link,164.9,500
2022-02-19,EE,LV,ee_lv_electric,342.0,1500
2022-02-19,LV,LT,lv_lt_electric,225.1,1200
2022-02-20,FI,EE,estlink_1,201.7,358
2022-02-20,FI,EE,estlink_2,412.1,650
2022-02-20,SE,LT,nordbalt,510.7,700
2022-02-20,PL,LT,litpol_link,168.6,500
2022-02-20,EE,LV,ee_lv_electric,322.0,1500
2022-02-20,LV,LT,lv_lt_electric,216.9,1200
2022-02-21,FI,EE,estlink_1,235.4,358
2022-02-21,FI,EE,estlink_2,411.1,650
2022-02-21,SE,LT,nordbalt,503.4,700
2022-02-21,PL,LT,litpol_link,158.8,500
2022-02-21,EE,LV,ee_lv_electric,317.3,1500
2022-02-21,LV,LT,lv_lt_electric,232.6,1200
2022-02-22,FI,EE,estlink_1,228.2,358
2022-02-22,FI,EE,estlink_2,456.0,650
2022-02-22,SE,LT,nordbalt,530.7,700
2022-02-22,PL,LT,litpol_link,161.5,500
2022-02-22,EE,LV,ee_lv_electric,338.9,1500
2022-02-22,LV,LT,lv_lt_electric,210.0,1200
2022-02-23,FI,EE,estlink_1,220.2,358
2022-02-23,FI,EE,estlink_2,425.8,650
2022-02-23,SE,LT,nordbalt,487.2,700
2022-02-23,PL,LT,litpol_link,168.4,500
2022-02-23,EE,LV,ee_lv_electric,302.9,1500
2022-02-23,LV,LT,lv_lt_electric,248.5,1200
2022-02-24,FI,EE,estlink_1,198.9,358
2022-02-24,FI,EE,estlink_2,391.1,650
2022-02-24,SE,LT,nordbalt,525.4,700
2022-02-24,PL,LT,litpol_link,170.7,500
2022-02-24,EE,LV,ee_lv_electric,337.5,1500
2022-02-24,LV,LT,lv_lt_electric,225.1,1200
2022-02-25,FI,EE,estlink_1,214.8,358
2022-02-25,FI,EE,estlink_2,401.3,650
2022-02-25,SE,LT,nordbalt,486.5,700
2022-02-25,PL,LT,litpol_link,153.1,500
2022-02-25,EE,LV,ee_lv_electric,345.9,1500
2022-02-25,LV,LT,lv_lt_electric,212.6,1200
2022-02-26,FI,EE,estlink_1,201.8,358
2022-02-26,FI,EE,estlink_2,419.7,650
2022-02-26,SE,LT,nordbalt,498.6,700
2022-02-26,PL,LT,litpol_link,154.5,500
2022-02-26,EE,LV,ee_lv_electric,302.8,1500
2022-02-26,LV,LT,lv_lt_electric,218.9,1200
2022-02-27,FI,EE,estlink_1,218.9,358
2022-02-27,FI,EE,estlink_2,413.8,650
2022-02-27,SE,LT,nordbalt,466.8,700
2022-02-27,PL,LT,litpol_link,164.0,500
2022-02-27,EE,LV,ee_lv_electric,287.7,1500
2022-02-27,LV,LT,lv_lt_electric,192.5,1200
2022-02-28,FI,EE,estlink_1,203.5,358
2022-02-28,FI,EE,estlink_2,423.2,650
2022-02-28,SE,LT,nordbalt,494.9,700
2022-02-28,PL,LT,litpol_link,179.0,500
2022-02-28,EE,LV,ee_lv_electric,343.1,1500
2022-02-28,LV,LT,lv_lt_electric,212.4,1200
2022-03-01,FI,EE,estlink_1,225.7,358
2022-03-01,FI,EE,estlink_2,419.9,650
2022-03-01,SE,LT,nordbalt,507.8,700
2022-03-01,PL,LT,litpol_link,166.0,500
2022-03-01,EE,LV,ee_lv_electric,346.7,1500
2022-03-01,LV,LT,lv_lt_electric,212.7,1200
2022-03-02,FI,EE,estlink_1,234.3,358
2022-03-02,FI,EE,estlink_2,501.0,650
2022-03-02,SE,LT,nordbalt,504.5,700
2022-03-02,PL,LT,litpol_link,174.3,500
2022-03-02,EE,LV,ee_lv_electric,355.5,1500
2022-03-02,LV,LT,lv_lt_electric,219.6,1200
2022-03-03,FI,EE,estlink_1,229.6,358
2022-03-03,FI,EE,estlink_2,452.4,650
2022-03-03,SE,LT,nordbalt,512.0,700
2022-03-03,PL,LT,litpol_link,160.2,500
2022-03-03,EE,LV,ee_lv_electric,339.6,1500
2022-03-03,LV,LT,lv_lt_electric,233.9,1200
2022-03-04,FI,EE,estlink_1,249.2,358
2022-03-04,FI,EE,estlink_2,482.7,650
2022-03-04,SE,LT,nordbalt,586.0,700
2022-03-04,PL,LT,litpol_link,160.3,500
2022-03-04,EE,LV,ee_lv_electric,359.9,1500
2022-03-04,LV,LT,lv_lt_electric,228.9,1200
2022-03-05,FI,EE,estlink_1,261.0,358
2022-03-05,FI,EE,estlink_2,426.1,650
2022-03-05,SE,LT,nordbalt,478.2,700
2022-03-05,PL,LT,litpol_link,162.3,500
2022-03-05,EE,LV,ee_lv_electric,288.0,1500
2022-03-05,LV,LT,lv_lt_electric,217.6,1200
2022-03-06,FI,EE,estlink_1,213.8,358
2022-03-06,FI,EE,estlink_2,456.8,650
2022-03-06,SE,LT,nordbalt,520.8,700
2022-03-06,PL,LT,litpol_link,192.0,500
2022-03-06,EE,LV,ee_lv_electric,361.8,1500
2022-03-06,LV,LT,lv_lt_electric,216.8,1200
2022-03-07,FI,EE,estlink_1,211.6,358
2022-03-07,FI,EE,estlink_2,467.7,650
2022-03-07,SE,LT,nordbalt,460.9,700
2022-03-07,PL,LT,litpol_link,191.5,500
2022-03-07,EE,LV,ee_lv_electric,367.3,1500
2022-03-07,LV,LT,lv_lt_electric,218.5,1200
2022-03-08,FI,EE,estlink_1,198.6,358
2022-03-08,FI,EE,estlink_2,495.3,650
2022-03-08,SE,LT,nordbalt,504.3,700
2022-03-08,PL,LT,litpol_link,184.3,500
2022-03-08,EE,LV,ee_lv_electric,300.7,1500
2022-03-08,LV,LT,lv_lt_electric,216.4,1200
2022-03-09,FI,EE,estlink_1,226.1,358
2022-03-09,FI,EE,estlink_2,453.5,650
2022-03-09,SE,LT,nordbalt,492.3,700
2022-03-09,PL,LT,litpol_link,177.0,500
2022-03-09,EE,LV,ee_lv_electric,313.3,1500
2022-03-09,LV,LT,lv_lt_electric,223.7,1200
2022-03-10,FI,EE,estlink_1,227.9,358
2022-03-10,FI,EE,estlink_2,468.4,650
2022-03-10,SE,LT,nordbalt,534.1,700
2022-03-10,PL,LT,litpol_link,156.0,500
2022-03-10,EE,LV,ee_lv_electric,302.2,1500
2022-03-10,LV,LT,lv_lt_electric,246.4,1200
2022-03-11,FI,EE,estlink_1,231.3,358
2022-03-11,FI,EE,estlink_2,428.0,650
2022-03-11,SE,LT,nordbalt,564.3,700
2022-03-11,PL,LT,litpol_link,170.9,500
2022-03-11,EE,LV,ee_lv_electric,367.3,1500
2022-03-11,LV,LT,lv_lt_electric,227.1,1200
2022-03-12,FI,EE,estlink_1,259.0,358
2022-03-12,FI,EE,estlink_2,508.1,650
2022-03-12,SE,LT,nordbalt,499.5,700
2022-03-12,PL,LT,litpol_link,181.1,500
2022-03-12,EE,LV,ee_lv_electric,354.5,1500
2022-03-12,LV,LT,lv_lt_electric,247.9,1200
2022-03-13,FI,EE,estlink_1,210.5,358
2022-03-13,FI,EE,estlink_2,473.9,650
2022-03-13,SE,LT,nordbalt,546.6,700
2022-03-13,PL,LT,litpol_link,148.4,500
2022-03-13,EE,LV,ee_lv_electric,310.6,1500
2022-03-13,LV,LT,lv_lt_electric,193.4,1200
2022-03-14,FI,EE,estlink_1,221.7,358
2022-03-14,FI,EE,estlink_2,474.9,650
2022-03-14,SE,LT,nordbalt,562.5,700
2022-03-14,PL,LT,litpol_link,170.4,500
2022-03-14,EE,LV,ee_lv_electric,378.1,1500
2022-03-14,LV,LT,lv_lt_electric,203.9,1200
2022-03-15,FI,EE,estlink_1,198.7,358
2022-03-15,FI,EE,estlink_2,450.2,650
2022-03-15,SE,LT,nordbalt,522.3,700
2022-03-15,PL,LT,litpol_link,169.1,500
2022-03-15,EE,LV,ee_lv_electric,289.4,1500
2022-03-15,LV,LT,lv_lt_electric,224.6,1200
2022-03-16,FI,EE,estlink_1,205.1,358
2022-03-16,FI,EE,estlink_2,473.4,650
2022-03-16,SE,LT,nordbalt,521.7,700
2022-03-16,PL,LT,litpol_link,158.2,500
2022-03-16,EE,LV,ee_lv_electric,326.6,1500
2022-03-16,LV,LT,lv_lt_electric,209.0,1200
2022-03-17,FI,EE,estlink_1,225.0,358
2022-03-17,FI,EE,estlink_2,482.5,650
2022-03-17,SE,LT,nordbalt,473.0,700
2022-03-17,PL,LT,litpol_link,175.5,500
2022-03-17,EE,LV,ee_lv_electric,326.2,1500
2022-03-17,LV,LT,lv_lt_electric,213.3,1200
2022-03-18,FI,EE,estlink_1,224.3,358
2022-03-18,FI,EE,estlink_2,418.8,650
2022-03-18,SE,LT,nordbalt,488.5,700
2022-03-18,PL,LT,litpol_link,155.1,500
2022-03-18,EE,LV,ee_lv_electric,386.1,1500
2022-03-18,LV,LT,lv_lt_electric,226.5,1200
2022-03-19,FI,EE,estlink_1,214.8,358
2022-03-19,FI,EE,estlink_2,458.8,650
2022-03-19,SE,LT,nordbalt,504.4,700
2022-03-19,PL,LT,litpol_link,166.8,500
2022-03-19,EE,LV,ee_lv_electric,353.7,1500
2022-03-19,LV,LT,lv_lt_electric,238.1,1200
2022-03-20,FI,EE,estlink_1,217.5,358
2022-03-20,FI,EE,estlink_2,433.5,650
2022-03-20,SE,LT,nordbalt,498.6,700
2022-03-20,PL,LT,litpol_link,141.9,500
2022-03-20,EE,LV,ee_lv_electric,302.6,1500
2022-03-20,LV,LT,lv_lt_electric,247.9,1200
2022-03-21,FI,EE,estlink_1,252.3,358
2022-03-21,FI,EE,estlink_2,444.0,650
2022-03-21,SE,LT,nordbalt,529.2,700
2022-03-21,PL,LT,litpol_link,173.2,500
2022-03-21,EE,LV,ee_lv_electric,412.9,1500
2022-03-21,LV,LT,lv_lt_electric,243.9,1200
2022-03-22,FI,EE,estlink_1,223.9,358
2022-03-22,FI,EE,estlink_2,421.4,650
2022-03-22,SE,LT,nordbalt,450.6,700
2022-03-22,PL,LT,litpol_link,171.9,500
2022-03-22,EE,LV,ee_lv_electric,320.8,1500
2022-03-22,LV,LT,lv_lt_electric,203.2,1200
2022-03-23,FI,EE,estlink_1,215.6,358
2022-03-23,FI,EE,estlink_2,417.4,650
2022-03-23,SE,LT,nordbalt,569.2,700
2022-03-23,PL,LT,litpol_link,180.1,500
2022-03-23,EE,LV,ee_lv_electric,338.8,1500
2022-03-23,LV,LT,lv_lt_electric,249.7,1200
2022-03-24,FI,EE,estlink_1,227.2,358
2022-03-24,FI,EE,estlink_2,424.4,650
2022-03-24,SE,LT,nordbalt,563.3,700
2022-03-24,PL,LT,litpol_link,176.0,500
2022-03-24,EE,LV,ee_lv_electric,314.1,1500
2022-03-24,LV,LT,lv_lt_electric,222.9,1200
2022-03-25,FI,EE,estlink_1,212.0,358
2022-03-25,FI,EE,estlink_2,407.7,650
2022-03-25,SE,LT,nordbalt,541.8,700
2022-03-25,PL,LT,litpol_link,192.4,500
2022-03-25,EE,LV,ee_lv_electric,305.4,1500
2022-03-25,LV,LT,lv_lt_electric,235.0,1200
2022-03-26,FI,EE,estlink_1,215.6,358
2022-03-26,FI,EE,estlink_2,436.4,650
2022-03-26,SE,LT,nordbalt,487.1,700
2022-03-26,PL,LT,litpol_link,159.1,500
2022-03-26,EE,LV,ee_lv_electric,340.1,1500
2022-03-26,LV,LT,lv_lt_electric,212.7,1200
2022-03-27,FI,EE,estlink_1,230.3,358
2022-03-27,FI,EE,estlink_2,450.4,650
2022-03-27,SE,LT,nordbalt,499.9,700
2022-03-27,PL,LT,litpol_link,158.6,500
2022-03-27,EE,LV,ee_lv_electric,325.1,1500
2022-03-27,LV,LT,lv_lt_electric,238.1,1200
2022-03-28,FI,EE,estlink_1,234.0,358
2022-03-28,FI,EE,estlink_2,420.7,650
2022-03-28,SE,LT,nordbalt,512.0,700
2022-03-28,PL,LT,litpol_link,178.5,500
2022-03-28,EE,LV,ee_lv_electric,298.9,1500
2022-03-28,LV,LT,lv_lt_electric,234.7,1200
2022-03-29,FI,EE,estlink_1,215.4,358
2022-03-29,FI,EE,estlink_2,470.2,650
2022-03-29,SE,LT,nordbalt,481.0,700
2022-03-29,PL,LT,litpol_link,147.8,500
2022-03-29,EE,LV,ee_lv_electric,299.9,1500
2022-03-29,LV,LT,lv_lt_electric,226.8,1200
2022-03-30,FI,EE,estlink_1,230.1,358
